case_id,start_time,end_time,estimated_budget,product_type,Activity,Resource,role
1060,2020-06-19T06:51:00,2020-06-19T06:51:00,1476.85, Aluminium and Glass, Submit Quote,Mariam Tate,Sales Rep
1063,2020-06-04T05:16:00,2020-06-04T06:10:00,6478.91, Aluminium, Create Request for Quote,Dallas Melendez,Sales Rep
1063,2020-06-04T10:38:00,2020-06-04T10:49:00,6478.91, Aluminium, Customize Existing Product Design,Morgan Roach,Sales Engineer
1063,2020-07-22T06:08:00,2020-07-22T06:40:00,6478.91, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1063,2020-07-23T18:52:00,2020-07-24T05:19:00,6478.91, Aluminium, Prepare Quote,Alyvia Berger,Sales Engineer
1063,2020-08-16T15:17:00,2020-08-16T15:18:00,6478.91, Aluminium, Approve Quote,Mitchell Mckay,Senior Sales Engineer
1063,2020-08-21T20:11:00,2020-08-21T20:11:00,6478.91, Aluminium, Submit Quote,Kamila Leblanc,Sales Rep
1065,2020-06-04T06:55:00,2020-06-04T07:01:00,4049.75, Aluminium, Create Request for Quote,Nathanial Oliver,Sales Rep
1065,2020-06-05T03:58:00,2020-06-05T04:06:00,4049.75, Aluminium, Analyze Request for Quote,Korbin Miranda,Sales Engineer
1065,2020-06-05T04:13:00,2020-06-05T04:16:00,4049.75, Aluminium, Prepare New Product Design,Korbin Miranda,Sales Engineer
1065,2020-06-14T12:45:00,2020-06-14T13:06:00,4049.75, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1065,2020-06-15T04:58:00,2020-06-15T05:18:00,4049.75, Aluminium, Request Customer Info,Sonny Todd,Sales Rep
1065,2020-06-28T18:18:00,2020-06-28T18:56:00,4049.75, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1065,2020-06-28T19:38:00,2020-06-28T19:45:00,4049.75, Aluminium, Amend Production Plan,Lexi Larsen,Production Engineer
1065,2020-07-22T06:56:00,2020-07-22T07:20:00,4049.75, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1065,2020-07-22T07:58:00,2020-07-22T08:05:00,4049.75, Aluminium, Amend Production Plan,Hugh Collins,Production Engineer
1065,2020-08-02T07:02:00,2020-08-02T07:21:00,4049.75, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
1065,2020-08-02T08:12:00,2020-08-02T08:23:00,4049.75, Aluminium, Amend Production Plan,Lexi Larsen,Production Engineer
1065,2020-08-03T20:01:00,2020-08-03T20:20:00,4049.75, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1065,2020-08-05T00:37:00,2020-08-05T11:19:00,4049.75, Aluminium, Prepare Quote,Alyvia Berger,Sales Engineer
1065,2020-08-17T17:53:00,2020-08-17T17:54:00,4049.75, Aluminium, Approve Quote,Nathanial Oliver,Senior Sales Engineer
1065,2020-08-20T08:39:00,2020-08-20T08:39:00,4049.75, Aluminium, Submit Quote,Kamila Leblanc,Sales Rep
1066,2020-06-04T11:45:00,2020-06-04T12:24:00,3435.41, Aluminium and Glass, Create Request for Quote,Morgan Roach,Sales Rep
1066,2020-06-04T23:12:00,2020-06-04T23:19:00,3435.41, Aluminium and Glass, Analyze Request for Quote,Sonny Todd,Sales Engineer
1066,2020-06-04T23:24:00,2020-06-04T23:27:00,3435.41, Aluminium and Glass, Prepare New Product Design,Korbin Miranda,Sales Engineer
1066,2020-06-06T19:39:00,2020-06-06T20:00:00,3435.41, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
1066,2020-06-08T19:43:00,2020-06-09T03:11:00,3435.41, Aluminium and Glass, Prepare Quote,Rayna Jackson,Sales Engineer
1066,2020-06-15T08:28:00,2020-06-15T08:29:00,3435.41, Aluminium and Glass, Approve Quote,Dallas Melendez,Senior Sales Engineer
1066,2020-06-20T07:49:00,2020-06-20T07:49:00,3435.41, Aluminium and Glass, Submit Quote,Kamila Leblanc,Sales Rep
1068,2020-06-04T15:17:00,2020-06-04T15:34:00,2192.94, Glass, Create Request for Quote,Jaslene Bean,Sales Rep
1068,2020-06-04T19:35:00,2020-06-04T19:45:00,2192.94, Glass, Customize Existing Product Design,Hugh Collins,Sales Engineer
1068,2020-07-18T08:40:00,2020-07-18T08:51:00,2192.94, Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
1068,2020-07-18T09:37:00,2020-07-18T09:43:00,2192.94, Glass, Amend Production Plan,Mitchell Mckay,Production Engineer
1068,2020-07-22T03:06:00,2020-07-22T03:43:00,2192.94, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
1068,2020-07-22T19:40:00,2020-07-22T19:58:00,2192.94, Glass, Request Customer Info,Korbin Miranda,Sales Rep
1068,2020-08-02T03:35:00,2020-08-02T03:51:00,2192.94, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1068,2020-08-05T04:50:00,2020-08-05T11:06:00,2192.94, Glass, Prepare Quote,Rayna Jackson,Sales Engineer
1068,2020-08-14T18:19:00,2020-08-14T18:20:00,2192.94, Glass, Approve Quote,Nathanial Oliver,Senior Sales Engineer
1068,2020-08-26T00:11:00,2020-08-26T00:11:00,2192.94, Glass, Submit Quote,Arturo Horton,Sales Rep
107,2020-01-13T20:04:00,2020-01-13T20:55:00,12912.95, Aluminium and Glass, Create Request for Quote,Dallas Melendez,Sales Rep
107,2020-01-14T07:17:00,2020-01-14T07:24:00,12912.95, Aluminium and Glass, Analyze Request for Quote,Sonny Todd,Sales Engineer
107,2020-01-14T07:29:00,2020-01-14T07:31:00,12912.95, Aluminium and Glass, Prepare New Product Design,Sonny Todd,Sales Engineer
107,2020-01-16T22:29:00,2020-01-16T23:03:00,12912.95, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
107,2020-01-20T02:21:00,2020-01-20T09:28:00,12912.95, Aluminium and Glass, Prepare Quote,Karter Chapman,Sales Engineer
107,2020-01-23T16:34:00,2020-01-23T16:35:00,12912.95, Aluminium and Glass, Approve Quote,Rachael Tanner,Senior Sales Engineer
107,2020-01-24T10:20:00,2020-01-24T10:20:00,12912.95, Aluminium and Glass, Submit Quote,Katelyn Pitts,Sales Rep
1079,2020-06-05T22:41:00,2020-06-05T22:55:00,7378.38, Aluminium, Create Request for Quote,Mitchell Mckay,Sales Rep
1079,2020-06-06T19:37:00,2020-06-06T19:44:00,7378.38, Aluminium, Analyze Request for Quote,Korbin Miranda,Sales Engineer
1079,2020-06-06T19:49:00,2020-06-06T19:52:00,7378.38, Aluminium, Prepare New Product Design,Korbin Miranda,Sales Engineer
1079,2020-06-09T22:15:00,2020-06-09T22:39:00,7378.38, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
1080,2020-06-05T23:24:00,2020-06-05T23:38:00,13713.94, Aluminium, Create Request for Quote,Jaylen Gardner,Sales Rep
1080,2020-06-06T19:27:00,2020-06-06T19:36:00,13713.94, Aluminium, Analyze Request for Quote,Korbin Miranda,Sales Engineer
1080,2020-06-06T19:41:00,2020-06-06T19:43:00,13713.94, Aluminium, Prepare New Product Design,Brynn Warren,Sales Engineer
1080,2020-06-07T09:41:00,2020-06-07T09:52:00,13713.94, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1080,2020-06-09T04:20:00,2020-06-09T16:37:00,13713.94, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
1080,2020-06-17T08:19:00,2020-06-17T08:20:00,13713.94, Aluminium, Approve Quote,Dallas Melendez,Senior Sales Engineer
1080,2020-06-19T23:15:00,2020-06-19T23:15:00,13713.94, Aluminium, Submit Quote,Giuliana Cantrell,Sales Rep
1085,2020-06-06T21:24:00,2020-06-06T22:19:00,292.84, Aluminium and Glass, Create Request for Quote,Matilda Escobar,Sales Rep
1085,2020-06-07T03:06:00,2020-06-07T03:21:00,292.84, Aluminium and Glass, Customize Existing Product Design,Aria Bonilla,Sales Engineer
1085,2020-06-09T04:05:00,2020-06-09T04:22:00,292.84, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
1088,2020-06-07T06:51:00,2020-06-07T07:34:00,7977.22, Aluminium, Create Request for Quote,Nathanial Oliver,Sales Rep
1088,2020-06-07T07:46:00,2020-06-07T07:57:00,7977.22, Aluminium, Customize Existing Product Design,Roland Salazar,Sales Engineer
1088,2020-06-09T18:35:00,2020-06-09T18:47:00,7977.22, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1088,2020-06-12T11:31:00,2020-06-12T22:21:00,7977.22, Aluminium, Prepare Quote,Alyvia Berger,Sales Engineer
1088,2020-06-20T06:35:00,2020-06-20T06:36:00,7977.22, Aluminium, Approve Quote,Morgan Roach,Senior Sales Engineer
1088,2020-06-21T21:47:00,2020-06-21T21:47:00,7977.22, Aluminium, Submit Quote,Giuliana Cantrell,Sales Rep
109,2020-01-13T20:50:00,2020-01-13T20:56:00,13366.17, Aluminium and Glass, Create Request for Quote,Jaylen Gardner,Sales Rep
109,2020-01-14T20:24:00,2020-01-14T20:32:00,13366.17, Aluminium and Glass, Analyze Request for Quote,Brynn Warren,Sales Engineer
1090,2020-06-07T18:49:00,2020-06-07T19:44:00,13578.16, Glass, Create Request for Quote,Morgan Roach,Sales Rep
1090,2020-06-08T03:39:00,2020-06-08T03:48:00,13578.16, Glass, Customize Existing Product Design,Jaslene Bean,Sales Engineer
1090,2020-06-14T15:21:00,2020-06-14T15:38:00,13578.16, Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
1090,2020-06-15T16:27:00,2020-06-16T05:24:00,13578.16, Glass, Prepare Quote,Rayna Jackson,Sales Engineer
1090,2020-06-21T09:17:00,2020-06-21T09:18:00,13578.16, Glass, Approve Quote,Hugh Collins,Senior Sales Engineer
1090,2020-06-22T02:37:00,2020-06-22T02:37:00,13578.16, Glass, Submit Quote,Kamila Leblanc,Sales Rep
1094,2020-06-08T01:36:00,2020-06-08T01:55:00,782.2, Glass, Create Request for Quote,Jaslene Bean,Sales Rep
1094,2020-06-09T00:30:00,2020-06-09T00:35:00,782.2, Glass, Analyze Request for Quote,Korbin Miranda,Sales Engineer
1094,2020-06-09T00:40:00,2020-06-09T00:43:00,782.2, Glass, Prepare New Product Design,Sonny Todd,Sales Engineer
1094,2020-06-14T11:27:00,2020-06-14T11:43:00,782.2, Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
11,2020-01-02T05:12:00,2020-01-02T05:53:00,25323.83, Aluminium and Glass, Create Request for Quote,Emilee Dorsey,Sales Rep
11,2020-01-03T00:06:00,2020-01-03T00:12:00,25323.83, Aluminium and Glass, Analyze Request for Quote,Sonny Todd,Sales Engineer
11,2020-01-03T00:20:00,2020-01-03T00:22:00,25323.83, Aluminium and Glass, Prepare New Product Design,Sonny Todd,Sales Engineer
11,2020-01-03T13:07:00,2020-01-03T13:31:00,25323.83, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
11,2020-01-03T14:21:00,2020-01-03T14:31:00,25323.83, Aluminium and Glass, Amend Production Plan,Aria Bonilla,Production Engineer
11,2020-01-03T19:24:00,2020-01-03T19:57:00,25323.83, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
110,2020-01-13T23:33:00,2020-01-13T23:39:00,2034.03, Aluminium and Wood, Create Request for Quote,Roland Salazar,Sales Rep
110,2020-01-14T14:07:00,2020-01-14T14:13:00,2034.03, Aluminium and Wood, Analyze Request for Quote,Sonny Todd,Sales Engineer
110,2020-01-14T14:17:00,2020-01-14T14:19:00,2034.03, Aluminium and Wood, Prepare New Product Design,Brynn Warren,Sales Engineer
110,2020-01-17T02:02:00,2020-01-17T02:33:00,2034.03, Aluminium and Wood, Prepare Production Plan,Rayna Jackson,Production Engineer
110,2020-01-17T18:22:00,2020-01-17T18:46:00,2034.03, Aluminium and Wood, Request Customer Info,Korbin Miranda,Sales Rep
110,2020-01-18T23:35:00,2020-01-19T00:00:00,2034.03, Aluminium and Wood, Prepare Production Plan,Rayna Jackson,Production Engineer
110,2020-01-21T11:28:00,2020-01-21T18:14:00,2034.03, Aluminium and Wood, Prepare Quote,Rayna Jackson,Sales Engineer
110,2020-01-24T14:18:00,2020-01-24T14:19:00,2034.03, Aluminium and Wood, Approve Quote,Bailee Barr,Senior Sales Engineer
110,2020-01-27T07:45:00,2020-01-27T07:45:00,2034.03, Aluminium and Wood, Submit Quote,Arturo Horton,Sales Rep
1104,2020-06-09T09:35:00,2020-06-09T10:32:00,5567.25, Glass, Create Request for Quote,Bailee Barr,Sales Rep
1104,2020-06-10T06:57:00,2020-06-10T07:03:00,5567.25, Glass, Analyze Request for Quote,Brynn Warren,Sales Engineer
111,2020-01-13T23:51:00,2020-01-14T00:11:00,1723.9, Aluminium, Create Request for Quote,Hugh Collins,Sales Rep
111,2020-01-14T22:11:00,2020-01-14T22:18:00,1723.9, Aluminium, Analyze Request for Quote,Korbin Miranda,Sales Engineer
111,2020-01-14T22:23:00,2020-01-14T22:24:00,1723.9, Aluminium, Prepare New Product Design,Brynn Warren,Sales Engineer
111,2020-01-17T03:44:00,2020-01-17T03:57:00,1723.9, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
111,2020-01-17T04:48:00,2020-01-17T04:54:00,1723.9, Aluminium, Amend Production Plan,Jaylen Gardner,Production Engineer
111,2020-01-18T00:38:00,2020-01-18T01:00:00,1723.9, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
111,2020-01-20T17:33:00,2020-01-21T01:29:00,1723.9, Aluminium, Prepare Quote,Alyvia Berger,Sales Engineer
111,2020-01-24T17:31:00,2020-01-24T17:32:00,1723.9, Aluminium, Approve Quote,Hugh Collins,Senior Sales Engineer
111,2020-01-27T08:33:00,2020-01-27T08:33:00,1723.9, Aluminium, Submit Quote,Arturo Horton,Sales Rep
1111,2020-06-10T13:32:00,2020-06-10T13:40:00,15344.12, Aluminium, Create Request for Quote,Nathanial Oliver,Sales Rep
1111,2020-06-11T07:57:00,2020-06-11T08:02:00,15344.12, Aluminium, Analyze Request for Quote,Sonny Todd,Sales Engineer
1111,2020-06-11T08:05:00,2020-06-11T08:07:00,15344.12, Aluminium, Prepare New Product Design,Brynn Warren,Sales Engineer
1111,2020-06-28T15:21:00,2020-06-28T15:48:00,15344.12, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1111,2020-06-28T16:39:00,2020-06-28T16:45:00,15344.12, Aluminium, Amend Production Plan,Mitchell Mckay,Production Engineer
1111,2020-06-28T19:11:00,2020-06-28T19:26:00,15344.12, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1111,2020-06-28T20:18:00,2020-06-28T20:24:00,15344.12, Aluminium, Amend Production Plan,Hugh Collins,Production Engineer
1111,2020-07-15T02:24:00,2020-07-15T02:48:00,15344.12, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
1111,2020-07-15T03:34:00,2020-07-15T03:46:00,15344.12, Aluminium, Amend Production Plan,Lexi Larsen,Production Engineer
1111,2020-08-08T05:57:00,2020-08-08T06:24:00,15344.12, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1111,2020-08-08T07:13:00,2020-08-08T07:25:00,15344.12, Aluminium, Amend Production Plan,Roland Salazar,Production Engineer
1111,2020-08-12T05:12:00,2020-08-12T05:27:00,15344.12, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
1111,2020-08-13T20:53:00,2020-08-14T05:56:00,15344.12, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
1111,2020-08-24T10:04:00,2020-08-24T10:05:00,15344.12, Aluminium, Approve Quote,Mitchell Mckay,Senior Sales Engineer
1111,2020-09-01T05:52:00,2020-09-01T05:52:00,15344.12, Aluminium, Submit Quote,Katelyn Pitts,Sales Rep
1114,2020-06-10T18:28:00,2020-06-10T19:05:00,794.05, Glass, Create Request for Quote,Emilee Dorsey,Sales Rep
1114,2020-06-11T10:19:00,2020-06-11T10:28:00,794.05, Glass, Analyze Request for Quote,Korbin Miranda,Sales Engineer
1116,2020-06-10T22:05:00,2020-06-10T22:26:00,13822.84, Aluminium, Create Request for Quote,Morgan Roach,Sales Rep
1116,2020-06-11T01:46:00,2020-06-11T01:55:00,13822.84, Aluminium, Customize Existing Product Design,Lexi Larsen,Sales Engineer
1116,2020-06-14T23:31:00,2020-06-14T23:48:00,13822.84, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
1116,2020-06-15T00:40:00,2020-06-15T00:48:00,13822.84, Aluminium, Amend Production Plan,Aria Bonilla,Production Engineer
1116,2020-06-27T02:24:00,2020-06-27T02:31:00,13822.84, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
1116,2020-06-27T03:20:00,2020-06-27T03:33:00,13822.84, Aluminium, Amend Production Plan,Roland Salazar,Production Engineer
1116,2020-08-02T15:49:00,2020-08-02T16:11:00,13822.84, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
1116,2020-08-02T16:55:00,2020-08-02T17:02:00,13822.84, Aluminium, Amend Production Plan,Roland Salazar,Production Engineer
1116,2020-08-14T08:51:00,2020-08-14T09:28:00,13822.84, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
1116,2020-08-17T08:40:00,2020-08-17T19:57:00,13822.84, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
1116,2020-09-03T18:22:00,2020-09-03T18:23:00,13822.84, Aluminium, Approve Quote,Mitchell Mckay,Senior Sales Engineer
1116,2020-09-12T13:53:00,2020-09-12T13:53:00,13822.84, Aluminium, Submit Quote,Arturo Horton,Sales Rep
1118,2020-06-11T01:44:00,2020-06-11T02:34:00,573.01, Glass, Create Request for Quote,Dallas Melendez,Sales Rep
1118,2020-06-11T06:11:00,2020-06-11T06:21:00,573.01, Glass, Customize Existing Product Design,Matilda Escobar,Sales Engineer
1118,2020-06-14T12:32:00,2020-06-14T12:45:00,573.01, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1118,2020-06-17T13:23:00,2020-06-17T19:57:00,573.01, Glass, Prepare Quote,Alyvia Berger,Sales Engineer
1118,2020-06-24T13:51:00,2020-06-24T13:52:00,573.01, Glass, Approve Quote,Roland Salazar,Senior Sales Engineer
1118,2020-06-25T19:00:00,2020-06-25T19:00:00,573.01, Glass, Submit Quote,Katelyn Pitts,Sales Rep
112,2020-01-14T12:30:00,2020-01-14T12:35:00,25353.49, Aluminium and Glass, Create Request for Quote,Mitchell Mckay,Sales Rep
112,2020-01-15T06:08:00,2020-01-15T06:14:00,25353.49, Aluminium and Glass, Analyze Request for Quote,Korbin Miranda,Sales Engineer
112,2020-01-15T06:22:00,2020-01-15T06:25:00,25353.49, Aluminium and Glass, Prepare New Product Design,Korbin Miranda,Sales Engineer
112,2020-01-16T14:03:00,2020-01-16T14:35:00,25353.49, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
112,2020-01-16T15:19:00,2020-01-16T15:29:00,25353.49, Aluminium and Glass, Amend Production Plan,Bailee Barr,Production Engineer
112,2020-01-16T22:56:00,2020-01-16T23:14:00,25353.49, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
112,2020-01-20T21:24:00,2020-01-21T09:32:00,25353.49, Aluminium and Glass, Prepare Quote,Rayna Jackson,Sales Engineer
112,2020-01-28T14:40:00,2020-01-28T14:41:00,25353.49, Aluminium and Glass, Approve Quote,Matilda Escobar,Senior Sales Engineer
112,2020-01-31T03:32:00,2020-01-31T03:32:00,25353.49, Aluminium and Glass, Submit Quote,Katelyn Pitts,Sales Rep
1123,2020-06-12T14:50:00,2020-06-12T15:31:00,2987.61, Aluminium, Create Request for Quote,Hugh Collins,Sales Rep
1123,2020-06-13T00:58:00,2020-06-13T01:05:00,2987.61, Aluminium, Analyze Request for Quote,Sonny Todd,Sales Engineer
1123,2020-06-13T01:12:00,2020-06-13T01:14:00,2987.61, Aluminium, Prepare New Product Design,Brynn Warren,Sales Engineer
1123,2020-06-21T23:57:00,2020-06-22T00:38:00,2987.61, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1128,2020-06-13T19:58:00,2020-06-13T20:24:00,9102.83, Glass, Create Request for Quote,Hugh Collins,Sales Rep
1128,2020-06-14T02:56:00,2020-06-14T03:06:00,9102.83, Glass, Customize Existing Product Design,Nathanial Oliver,Sales Engineer
1128,2020-06-19T23:18:00,2020-06-19T23:46:00,9102.83, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1128,2020-06-20T00:43:00,2020-06-20T00:51:00,9102.83, Glass, Amend Production Plan,Matilda Escobar,Production Engineer
1128,2020-07-12T07:13:00,2020-07-12T07:31:00,9102.83, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
1128,2020-07-12T08:20:00,2020-07-12T08:30:00,9102.83, Glass, Amend Production Plan,Mitchell Mckay,Production Engineer
1128,2020-07-22T13:07:00,2020-07-22T13:20:00,9102.83, Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
1128,2020-07-25T05:55:00,2020-07-25T19:17:00,9102.83, Glass, Prepare Quote,Alyvia Berger,Sales Engineer
1128,2020-08-29T16:30:00,2020-08-29T16:31:00,9102.83, Glass, Approve Quote,Aria Bonilla,Senior Sales Engineer
1128,2020-09-01T05:40:00,2020-09-01T05:40:00,9102.83, Glass, Submit Quote,Katelyn Pitts,Sales Rep
1141,2020-06-15T13:46:00,2020-06-15T14:22:00,16253.96, Aluminium, Create Request for Quote,Emilee Dorsey,Sales Rep
1141,2020-06-15T16:50:00,2020-06-15T17:03:00,16253.96, Aluminium, Customize Existing Product Design,Morgan Roach,Sales Engineer
1141,2020-06-20T22:33:00,2020-06-20T22:58:00,16253.96, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
1141,2020-06-20T23:58:00,2020-06-21T00:10:00,16253.96, Aluminium, Amend Production Plan,Aria Bonilla,Production Engineer
